                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.4277,                 4.4404,                 1.7183,                0.65695,                0.06688,                0.05026,                0.02617,                 1.4462,                 2.9059,                   1.92,              0.0033325,              0.0033325,              0.0033325
